Dataset,#Master Nodes,#Core Nodes,Runtime_1,Runtime_2,Runtime_3,Mean,Std
1M,1,1,29.40283203125,31.314640045166016,33.33555793762207,31.35101,1.966615
4M,1,1,195.75963497161865,145.19957375526428,145.1999990940094,162.053069,29.190742
4M,1,3,147.06332921981812,145.10813736915588,143.07948231697083,145.08365,1.992036
