Dataset,#Master Nodes,#Core Nodes,Runtime_1,Runtime_2,Runtime_3,Mean,Std
1M,1,1,31.031810998916626,32.98933696746826,31.021670818328857,31.680939594904583,0.9251859161682925
4M,1,1,179.19075894355774,177.20933294296265,173.0967402458191,176.49894404411316,2.538077390835236
4M,1,3,85.23065662384033,80.9416241645813,78.96635818481445,81.71287965774536,2.614891331087817
