Dataset,#Master Nodes,#Core Nodes,Runtime_1,Runtime_2,Runtime_3,Mean,Std
1M,1,1,32.15793524791946,36.44782398661032,34.55902709172157,34.388262108750446,2.1500364780960113
4M,1,1,181.25105929374695,175.25668239593506,177.30316877365112,177.93697015444437,3.0470340892377292
4M,1,3,83.10327887535095,87.02943682670593,82.97630763053894,84.36967444419861,2.304296502797124
