Dataset,#Master Nodes,#Core Nodes,Runtime_1,Runtime_2,Runtime_3,Mean,Std
1M,1,1,52.71629524230957,56.70822525024414,58.738274812698364,56.054265101750694,3.063789711029166
4M,1,1,377.9008719921112,379.77283692359924,378.1770915,378.6169334637165,1.0105240755019993
4M,1,3,124.83629584312439,120.89253187179565,120.99989151954651,122.24290641148885,2.2465825338901917
