Dataset,#Master Nodes,#Core Nodes,Runtime_1,Runtime_2,Runtime_3,Mean,Std
1M,1,1,53.073707818984985,42.66109800338745,44.85762000083923,46.86414194107056,5.488643595228404
4M,1,1,369.5165891647339,407.9061644077301,372.897034406662,383.4399293263753,21.25568975122908
4M,1,3,167.54253721237183,154.40511012077332,152.52353739738464,158.15706157684326,8.182325076478891
